Transaction_ID,Date,Year,Quarter,Month,Project_ID,Project_Name,Country,Location,Branch_or_Base,Donor_ID,Donor_Name,Grant_ID,Budget_Line_ID,Budget_Category,Budget_Line,Approved_Budget,Revised_Budget,Actual_Expenditure,Commitment,Forecast_Expenditure,Currency,Activity,Sector,Modality,Beneficiaries_Planned,Beneficiaries_Reached,Women,Men,Girls,Boys,Documentation_Status,Procurement_Status,Reporting_Status,Audit_Risk_Level,Compliance_Flag,Comments,Payment_Cycle,Transfer_Value,Households_Reached,Total_Cash_Transferred,PDM_Status,Distribution_Branch,Transfer_Modality,Donor_Deadline_Risk
"TXN-SYN-0412","2025-04-13","2025","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D005","USAID","G-USAI-P004-2025","BL010","Monitoring & Evaluation","PDM and field monitoring","84648","88034","51060","10564","72188","USD","WASH service delivery","WASH","Service delivery","2348","2113","718","571","444","380","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","Low"
"TXN-SYN-0413","2025-05-16","2025","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D006","AECID","G-AECI-P005-2025","BL011","Administration","Office running costs","86027","90328","53294","11743","76780","EUR","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","Low"
"TXN-SYN-0414","2025-06-19","2025","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D007","EU Delegation","G-EUDE-P006-2025","BL012","Audit & Compliance","External audit and compliance checks","87406","84784","50870","11870","74610","EUR","Health service support","Health","Support","2386","2195","746","593","461","395","Missing","In progress","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","High"
"TXN-SYN-0415","2025-07-22","2025","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D008","Red Cross Movement","G-REDC-P001-2025","BL014","Indirect Costs","Indirect cost recovery","88785","87009","53075","13051","79177","CHF","Health service support","Health","In-kind","2405","2237","761","604","470","402","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0416","2025-08-01","2025","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D009","Private Foundation","G-PRIV-P002-2025","BL001","Human Resources","National staff salaries","90164","89262","55342","2678","72302","USD","Cash assistance payment","CVA","Cash","2424","2279","775","615","479","410","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 1","80","495","39600","Pending","Lviv Branch","Prepaid card","Low"
"TXN-SYN-0417","2025-09-04","2025","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D010","Own Funds","G-OWNF-P003-2025","BL003","Programme Supplies","Medical and programme supplies","9543","9543","6012","382","8016","EUR","Cash assistance payment","CVA","Cash","2443","2321","789","627","487","418","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 2","95","505","47975","Completed","Warsaw Branch","Mobile money","Low"
"TXN-SYN-0418","2025-10-07","2025","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D001","ECHO","G-ECHO-P004-2025","BL004","CVA Transfers","Unconditional cash transfers","10922","11031","7060","552","9598","EUR","Cash assistance payment","WASH","Service delivery","2462","1428","486","386","300","256","Partial","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","110","310","34100","In progress","Port Sudan Base","Prepaid card","Medium"
"TXN-SYN-0419","2025-11-10","2025","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D002","BMZ","G-BMZ-P005-2025","BL005","CVA Transfers","Winter cash top-up","12301","12547","8156","753","11293","EUR","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Missing","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0420","2025-12-13","2025","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D003","GFFO","G-GFFO-P006-2025","BL006","WASH Infrastructure","Water point rehabilitation","13680","14090","9299","986","13103","EUR","Health service support","Health","Support","2500","1500","510","405","315","270","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Low"
"TXN-SYN-0421","2025-01-16","2025","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D004","UNICEF","G-UNIC-P001-2025","BL007","Health Services","Primary health service support","15059","15661","10493","1253","15035","USD","Health service support","Health","In-kind","2519","1537","523","415","323","276","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","Low"
"TXN-SYN-0422","2025-02-19","2025","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D005","USAID","G-USAI-P002-2025","BL008","Logistics & Transport","Vehicle rental and fuel","16438","17260","11737","1553","17087","USD","Cash assistance payment","CVA","Cash","2538","1574","535","425","331","283","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","170","342","58140","Pending","Lviv Branch","Prepaid card","Medium"
"TXN-SYN-0423","2025-03-22","2025","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D006","AECID","G-AECI-P003-2025","BL009","Training & Capacity Building","Branch and partner training","17817","17282","11925","1728","17628","EUR","Cash assistance payment","CVA","Cash","2557","1611","548","435","338","290","Partial","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","350","64750","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0424","2025-04-01","2025","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D007","EU Delegation","G-EUDE-P004-2025","BL010","Monitoring & Evaluation","PDM and field monitoring","19196","18812","13168","2069","19752","EUR","WASH service delivery","WASH","Service delivery","2576","1649","561","445","346","297","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","High"
"TXN-SYN-0425","2025-05-04","2025","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D008","Red Cross Movement","G-REDC-P005-2025","BL011","Administration","Office running costs","20575","20369","14462","2444","18536","CHF","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","Low"
"TXN-SYN-0426","2025-06-07","2025","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D009","Private Foundation","G-PRIV-P006-2025","BL012","Audit & Compliance","External audit and compliance checks","21954","21954","15807","2854","20637","USD","Health service support","Health","Support","2614","1725","587","466","362","310","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Medium"
"TXN-SYN-0427","2025-07-10","2025","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D010","Own Funds","G-OWNF-P001-2025","BL014","Indirect Costs","Indirect cost recovery","23333","23566","17203","3299","22859","EUR","Health service support","Health","In-kind","2633","1764","600","476","370","318","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0428","2025-08-13","2025","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D001","ECHO","G-ECHO-P002-2025","BL001","Human Resources","National staff salaries","24712","25206","18652","3781","25206","EUR","Cash assistance payment","CVA","Cash","2652","1803","613","487","379","324","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","Cycle 1","140","392","54880","Pending","Lviv Branch","Prepaid card","Low"
"TXN-SYN-0429","2025-09-16","2025","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D002","BMZ","G-BMZ-P003-2025","BL003","Programme Supplies","Medical and programme supplies","26091","26874","20156","806","24187","EUR","Cash assistance payment","CVA","Cash","2671","1843","627","498","387","331","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","Cycle 2","155","401","62155","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0430","2025-10-19","2025","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D003","GFFO","G-GFFO-P004-2025","BL004","CVA Transfers","Unconditional cash transfers","27470","28569","21712","1143","26569","EUR","Cash assistance payment","WASH","Service delivery","2690","1883","640","508","395","340","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","170","409","69530","In progress","Port Sudan Base","Prepaid card","Medium"
"TXN-SYN-0431","2025-11-22","2025","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D004","UNICEF","G-UNIC-P005-2025","BL005","CVA Transfers","Winter cash top-up","28849","30291","23324","1515","29080","USD","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0432","2025-12-01","2025","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D005","USAID","G-USAI-P006-2025","BL006","WASH Infrastructure","Water point rehabilitation","30228","29321","22870","1759","29027","USD","Health service support","Health","Support","2728","1964","668","530","412","354","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Low"
"TXN-SYN-0433","2026-01-04","2026","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D006","AECID","G-AECI-P001-2026","BL007","Health Services","Primary health service support","31607","30975","24470","2168","31594","EUR","Health service support","Health","In-kind","2747","2005","682","541","421","361","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","Low"
"TXN-SYN-0434","2026-02-07","2026","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D007","EU Delegation","G-EUDE-P002-2026","BL008","Logistics & Transport","Vehicle rental and fuel","32986","32656","5878","2612","14042","EUR","Cash assistance payment","CVA","Cash","2766","2047","696","553","430","368","Missing","In progress","On time","High","Review","Synthetic anonymised portfolio record","Cycle 3","110","445","48950","Pending","Lviv Branch","Prepaid card","High"
"TXN-SYN-0435","2026-03-10","2026","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D008","Red Cross Movement","G-REDC-P003-2026","BL009","Training & Capacity Building","Branch and partner training","34365","34365","6529","3093","15808","CHF","Cash assistance payment","CVA","Cash","2785","2089","710","564","439","376","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","454","56750","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0436","2026-04-13","2026","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D009","Private Foundation","G-PRIV-P004-2026","BL010","Monitoring & Evaluation","PDM and field monitoring","35744","36101","7220","3610","17689","USD","WASH service delivery","WASH","Service delivery","2804","2131","725","575","448","383","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","Low"
"TXN-SYN-0437","2026-05-16","2026","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D010","Own Funds","G-OWNF-P005-2026","BL011","Administration","Office running costs","37123","37865","7952","4165","19690","EUR","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","Low"
"TXN-SYN-0438","2026-06-19","2026","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D001","ECHO","G-ECHO-P006-2026","BL012","Audit & Compliance","External audit and compliance checks","38502","39657","8725","4759","21812","EUR","Health service support","Health","Support","2842","2217","754","599","466","398","Partial","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Medium"
"TXN-SYN-0439","2026-07-22","2026","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D002","BMZ","G-BMZ-P001-2026","BL014","Indirect Costs","Indirect cost recovery","39881","41476","9539","5392","24056","EUR","Health service support","Health","In-kind","2861","2260","768","610","475","407","Missing","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0440","2026-08-01","2026","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D003","GFFO","G-GFFO-P002-2026","BL001","Human Resources","National staff salaries","41260","43323","10398","6065","26427","EUR","Cash assistance payment","CVA","Cash","2880","2304","783","622","484","415","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 1","80","501","40080","Pending","Lviv Branch","Prepaid card","Low"
"TXN-SYN-0441","2026-09-04","2026","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D004","UNICEF","G-UNIC-P003-2026","BL003","Programme Supplies","Medical and programme supplies","42639","41360","10340","6204","26470","USD","Cash assistance payment","CVA","Cash","2899","2348","798","634","493","423","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 2","95","510","48450","Completed","Warsaw Branch","Mobile money","Low"
"TXN-SYN-0442","2026-10-07","2026","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D005","USAID","G-USAI-P004-2026","BL004","CVA Transfers","Unconditional cash transfers","44018","43138","11216","1294","15961","USD","Cash assistance payment","WASH","Service delivery","2918","2393","814","646","503","430","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","110","520","57200","In progress","Port Sudan Base","Prepaid card","Medium"
"TXN-SYN-0443","2026-11-10","2026","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D006","AECID","G-AECI-P005-2026","BL005","CVA Transfers","Winter cash top-up","45397","44943","12135","1798","17978","EUR","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Partial","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0444","2026-12-13","2026","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D007","EU Delegation","G-EUDE-P006-2026","BL006","WASH Infrastructure","Water point rehabilitation","46776","46776","13097","2339","20114","EUR","Health service support","Health","Support","156","131","45","35","28","23","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","High"
"TXN-SYN-0445","2026-01-16","2026","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D008","Red Cross Movement","G-REDC-P001-2026","BL007","Health Services","Primary health service support","48155","48637","14105","2918","22373","CHF","Health service support","Health","In-kind","175","149","51","40","31","27","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","Low"
"TXN-SYN-0446","2026-02-19","2026","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D009","Private Foundation","G-PRIV-P002-2026","BL008","Logistics & Transport","Vehicle rental and fuel","49534","50525","15158","3537","24758","USD","Cash assistance payment","CVA","Cash","194","167","57","45","35","30","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","170","36","6120","Pending","Lviv Branch","Prepaid card","Medium"
"TXN-SYN-0447","2026-03-22","2026","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D010","Own Funds","G-OWNF-P003-2026","BL009","Training & Capacity Building","Branch and partner training","50913","52440","16256","4195","27268","EUR","Cash assistance payment","CVA","Cash","213","185","63","50","39","33","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","40","7400","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0448","2026-04-01","2026","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D001","ECHO","G-ECHO-P004-2026","BL010","Monitoring & Evaluation","PDM and field monitoring","52292","54384","17403","4895","29912","EUR","WASH service delivery","WASH","Service delivery","232","204","69","55","43","37","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","Low"
"TXN-SYN-0449","2026-05-04","2026","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D002","BMZ","G-BMZ-P005-2026","BL011","Administration","Office running costs","53671","56355","18597","5636","32686","EUR","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","High"
"TXN-SYN-0450","2026-06-07","2026","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D003","GFFO","G-GFFO-P006-2026","BL012","Audit & Compliance","External audit and compliance checks","55050","53399","18156","5874","32574","EUR","Health service support","Health","Support","270","243","83","66","51","43","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Medium"
"TXN-SYN-0451","2026-07-10","2026","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D004","UNICEF","G-UNIC-P001-2026","BL014","Indirect Costs","Indirect cost recovery","56429","55300","19355","6636","35392","USD","Health service support","Health","In-kind","289","263","89","71","55","48","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0452","2026-08-13","2026","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D005","USAID","G-USAI-P002-2026","BL001","Human Resources","National staff salaries","57808","57230","20603","7440","38344","USD","Cash assistance payment","CVA","Cash","308","283","96","76","59","52","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 1","140","62","8680","Pending","Lviv Branch","Prepaid card","Low"
"TXN-SYN-0453","2026-09-16","2026","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D006","AECID","G-AECI-P003-2026","BL003","Programme Supplies","Medical and programme supplies","59187","59187","21899","8286","41431","EUR","Cash assistance payment","CVA","Cash","327","304","103","82","64","55","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","Cycle 2","155","66","10230","Completed","Warsaw Branch","Mobile money","Low"
"TXN-SYN-0454","2026-10-19","2026","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D007","EU Delegation","G-EUDE-P004-2026","BL004","CVA Transfers","Unconditional cash transfers","60566","61172","23245","9176","44655","EUR","Cash assistance payment","WASH","Service delivery","346","325","111","88","68","58","Missing","In progress","On time","High","Review","Synthetic anonymised portfolio record","Cycle 3","170","71","12070","In progress","Port Sudan Base","Prepaid card","High"
"TXN-SYN-0455","2026-11-22","2026","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D008","Red Cross Movement","G-REDC-P005-2026","BL005","CVA Transfers","Winter cash top-up","61945","63184","24642","1896","39807","CHF","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0456","2026-12-01","2026","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D009","Private Foundation","G-PRIV-P006-2026","BL006","WASH Infrastructure","Water point rehabilitation","63324","65224","26090","2609","43048","USD","Health service support","Health","Support","384","223","76","60","47","40","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Low"
"TXN-SYN-0457","2026-01-04","2026","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D010","Own Funds","G-OWNF-P001-2026","BL007","Health Services","Primary health service support","64703","67291","27589","3365","46431","EUR","Health service support","Health","In-kind","403","238","81","64","50","43","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","Low"
"TXN-SYN-0458","2026-02-07","2026","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D001","ECHO","G-ECHO-P002-2026","BL008","Logistics & Transport","Vehicle rental and fuel","66082","69386","29142","4163","49958","EUR","Cash assistance payment","CVA","Cash","422","253","86","68","53","46","Partial","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","110","55","6050","Pending","Lviv Branch","Prepaid card","Medium"
"TXN-SYN-0459","2026-03-10","2026","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D002","BMZ","G-BMZ-P003-2026","BL009","Training & Capacity Building","Branch and partner training","67461","65437","28138","4581","37954","EUR","Cash assistance payment","CVA","Cash","441","269","91","73","56","49","Missing","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","58","7250","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0460","2026-04-13","2026","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D003","GFFO","G-GFFO-P004-2026","BL010","Monitoring & Evaluation","PDM and field monitoring","68840","67463","29684","5397","41153","EUR","WASH service delivery","WASH","Service delivery","460","285","97","77","60","51","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","Low"
"TXN-SYN-0461","2026-05-16","2026","Q2","May","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D004","UNICEF","G-UNIC-P005-2026","BL011","Administration","Office running costs","70219","69517","31283","6257","44492","USD","Programme operations","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Bogota Office","N/A","Low"
"TXN-SYN-0462","2026-06-19","2026","Q2","June","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D005","USAID","G-USAI-P006-2026","BL012","Audit & Compliance","External audit and compliance checks","71598","71598","32935","7160","47971","USD","Health service support","Health","Support","498","319","108","86","67","58","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Medium"
"TXN-SYN-0463","2026-07-22","2026","Q3","July","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D006","AECID","G-AECI-P001-2026","BL014","Indirect Costs","Indirect cost recovery","72977","73707","34642","8108","51595","EUR","Health service support","Health","In-kind","517","336","114","91","71","60","Partial","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0464","2026-08-01","2026","Q3","August","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D007","EU Delegation","G-EUDE-P002-2026","BL001","Human Resources","National staff salaries","74356","75843","36405","9101","55366","EUR","Cash assistance payment","CVA","Cash","536","354","120","96","74","64","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","Cycle 1","80","77","6160","Pending","Lviv Branch","Prepaid card","High"
"TXN-SYN-0465","2026-09-04","2026","Q3","September","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D008","Red Cross Movement","G-REDC-P003-2026","BL003","Programme Supplies","Medical and programme supplies","75735","78007","38223","10141","59285","CHF","Cash assistance payment","CVA","Cash","555","372","126","100","78","68","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","Cycle 2","95","81","7695","Completed","Warsaw Branch","Mobile money","Low"
"TXN-SYN-0466","2026-10-07","2026","Q4","October","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D009","Private Foundation","G-PRIV-P004-2026","BL004","CVA Transfers","Unconditional cash transfers","77114","80199","40100","11228","63358","USD","Cash assistance payment","WASH","Service delivery","574","390","133","105","82","70","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","110","85","9350","In progress","Port Sudan Base","Prepaid card","Medium"
"TXN-SYN-0467","2026-11-10","2026","Q4","November","P005","Venezuela-Colombia Multi-Donor Response","Venezuela/Colombia","Bogota","Bogota Office","D010","Own Funds","G-OWNF-P005-2026","BL005","CVA Transfers","Winter cash top-up","78493","82418","42033","12363","67583","EUR","Cash assistance payment","Multi-sector","Service delivery","0","0","0","0","0","0","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","125","0","0","Pending","Bogota Office","Mobile money","High"
"TXN-SYN-0468","2026-12-13","2026","Q4","December","P006","Syria Health Mission Support","Syria","Damascus","Damascus Mission Office","D001","ECHO","G-ECHO-P006-2026","BL006","WASH Infrastructure","Water point rehabilitation","79872","77476","40288","2324","55783","EUR","Health service support","Health","Support","612","428","146","116","90","76","Partial","Complete","On time","Low","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Damascus Mission Office","N/A","Low"
"TXN-SYN-0469","2026-01-16","2026","Q1","January","P001","Ukraine Health+ Response","Ukraine","Kyiv","Kyiv Base","D002","BMZ","G-BMZ-P001-2026","BL007","Health Services","Primary health service support","81251","79626","42202","3185","59720","EUR","Health service support","Health","In-kind","631","448","152","121","94","81","Missing","Complete","On time","High","Review","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Kyiv Base","N/A","High"
"TXN-SYN-0470","2026-02-19","2026","Q1","February","P002","Ukraine Winter CVA","Ukraine","Lviv","Lviv Branch","D003","GFFO","G-GFFO-P002-2026","BL008","Logistics & Transport","Vehicle rental and fuel","82630","81804","44174","4090","63807","EUR","Cash assistance payment","CVA","Cash","650","468","159","126","98","85","Complete","In progress","On time","Medium","Review","Synthetic anonymised portfolio record","Cycle 3","170","102","17340","Pending","Lviv Branch","Prepaid card","Medium"
"TXN-SYN-0471","2026-03-22","2026","Q1","March","P003","Poland Refugee CVA","Poland","Warsaw","Warsaw Branch","D004","UNICEF","G-UNIC-P003-2026","BL009","Training & Capacity Building","Branch and partner training","84009","84009","46205","5041","68048","USD","Cash assistance payment","CVA","Cash","669","488","166","132","102","88","Complete","Gap identified","Late","High","Review","Synthetic anonymised portfolio record","Cycle 4","185","106","19610","Completed","Warsaw Branch","Mobile money","High"
"TXN-SYN-0472","2026-04-01","2026","Q2","April","P004","Sudan Food Security & WASH","Sudan","Port Sudan","Port Sudan Base","D005","USAID","G-USAI-P004-2026","BL010","Monitoring & Evaluation","PDM and field monitoring","85388","86242","48296","6037","72444","USD","WASH service delivery","WASH","Service delivery","688","509","173","137","107","92","Complete","Complete","On time","Low","Compliant","Synthetic anonymised portfolio record","N/A","0","0","0","N/A","Port Sudan Base","N/A","Low"
